date,year,quarter,quarter_label,month,month_name,month_short,year_month,day,day_of_week,day_name,is_weekend,week_of_year
2008-11-25,2008,4,Q4,11,November,Nov,2008-11,25,2,Tuesday,False,48
2008-11-26,2008,4,Q4,11,November,Nov,2008-11,26,3,Wednesday,False,48
2008-11-27,2008,4,Q4,11,November,Nov,2008-11,27,4,Thursday,False,48
2008-11-28,2008,4,Q4,11,November,Nov,2008-11,28,5,Friday,False,48
2008-11-29,2008,4,Q4,11,November,Nov,2008-11,29,6,Saturday,True,48
2008-11-30,2008,4,Q4,11,November,Nov,2008-11,30,7,Sunday,True,48
2008-12-01,2008,4,Q4,12,December,Dec,2008-12,1,1,Monday,False,49
2008-12-02,2008,4,Q4,12,December,Dec,2008-12,2,2,Tuesday,False,49
2008-12-03,2008,4,Q4,12,December,Dec,2008-12,3,3,Wednesday,False,49
2008-12-04,2008,4,Q4,12,December,Dec,2008-12,4,4,Thursday,False,49
2008-12-05,2008,4,Q4,12,December,Dec,2008-12,5,5,Friday,False,49
2008-12-06,2008,4,Q4,12,December,Dec,2008-12,6,6,Saturday,True,49
2008-12-07,2008,4,Q4,12,December,Dec,2008-12,7,7,Sunday,True,49
2008-12-08,2008,4,Q4,12,December,Dec,2008-12,8,1,Monday,False,50
2008-12-09,2008,4,Q4,12,December,Dec,2008-12,9,2,Tuesday,False,50
2008-12-10,2008,4,Q4,12,December,Dec,2008-12,10,3,Wednesday,False,50
2008-12-11,2008,4,Q4,12,December,Dec,2008-12,11,4,Thursday,False,50
2008-12-12,2008,4,Q4,12,December,Dec,2008-12,12,5,Friday,False,50
2008-12-13,2008,4,Q4,12,December,Dec,2008-12,13,6,Saturday,True,50
2008-12-14,2008,4,Q4,12,December,Dec,2008-12,14,7,Sunday,True,50
2008-12-15,2008,4,Q4,12,December,Dec,2008-12,15,1,Monday,False,51
2008-12-16,2008,4,Q4,12,December,Dec,2008-12,16,2,Tuesday,False,51
2008-12-17,2008,4,Q4,12,December,Dec,2008-12,17,3,Wednesday,False,51
2008-12-18,2008,4,Q4,12,December,Dec,2008-12,18,4,Thursday,False,51
2008-12-19,2008,4,Q4,12,December,Dec,2008-12,19,5,Friday,False,51
2008-12-20,2008,4,Q4,12,December,Dec,2008-12,20,6,Saturday,True,51
2008-12-21,2008,4,Q4,12,December,Dec,2008-12,21,7,Sunday,True,51
2008-12-22,2008,4,Q4,12,December,Dec,2008-12,22,1,Monday,False,52
2008-12-23,2008,4,Q4,12,December,Dec,2008-12,23,2,Tuesday,False,52
2008-12-24,2008,4,Q4,12,December,Dec,2008-12,24,3,Wednesday,False,52
2008-12-25,2008,4,Q4,12,December,Dec,2008-12,25,4,Thursday,False,52
2008-12-26,2008,4,Q4,12,December,Dec,2008-12,26,5,Friday,False,52
2008-12-27,2008,4,Q4,12,December,Dec,2008-12,27,6,Saturday,True,52
2008-12-28,2008,4,Q4,12,December,Dec,2008-12,28,7,Sunday,True,52
2008-12-29,2008,4,Q4,12,December,Dec,2008-12,29,1,Monday,False,1
2008-12-30,2008,4,Q4,12,December,Dec,2008-12,30,2,Tuesday,False,1
2008-12-31,2008,4,Q4,12,December,Dec,2008-12,31,3,Wednesday,False,1
2009-01-01,2009,1,Q1,1,January,Jan,2009-01,1,4,Thursday,False,1
2009-01-02,2009,1,Q1,1,January,Jan,2009-01,2,5,Friday,False,1
2009-01-03,2009,1,Q1,1,January,Jan,2009-01,3,6,Saturday,True,1
2009-01-04,2009,1,Q1,1,January,Jan,2009-01,4,7,Sunday,True,1
2009-01-05,2009,1,Q1,1,January,Jan,2009-01,5,1,Monday,False,2
2009-01-06,2009,1,Q1,1,January,Jan,2009-01,6,2,Tuesday,False,2
2009-01-07,2009,1,Q1,1,January,Jan,2009-01,7,3,Wednesday,False,2
2009-01-08,2009,1,Q1,1,January,Jan,2009-01,8,4,Thursday,False,2
2009-01-09,2009,1,Q1,1,January,Jan,2009-01,9,5,Friday,False,2
2009-01-10,2009,1,Q1,1,January,Jan,2009-01,10,6,Saturday,True,2
2009-01-11,2009,1,Q1,1,January,Jan,2009-01,11,7,Sunday,True,2
2009-01-12,2009,1,Q1,1,January,Jan,2009-01,12,1,Monday,False,3
2009-01-13,2009,1,Q1,1,January,Jan,2009-01,13,2,Tuesday,False,3
2009-01-14,2009,1,Q1,1,January,Jan,2009-01,14,3,Wednesday,False,3
2009-01-15,2009,1,Q1,1,January,Jan,2009-01,15,4,Thursday,False,3
2009-01-16,2009,1,Q1,1,January,Jan,2009-01,16,5,Friday,False,3
2009-01-17,2009,1,Q1,1,January,Jan,2009-01,17,6,Saturday,True,3
2009-01-18,2009,1,Q1,1,January,Jan,2009-01,18,7,Sunday,True,3
2009-01-19,2009,1,Q1,1,January,Jan,2009-01,19,1,Monday,False,4
2009-01-20,2009,1,Q1,1,January,Jan,2009-01,20,2,Tuesday,False,4
2009-01-21,2009,1,Q1,1,January,Jan,2009-01,21,3,Wednesday,False,4
2009-01-22,2009,1,Q1,1,January,Jan,2009-01,22,4,Thursday,False,4
2009-01-23,2009,1,Q1,1,January,Jan,2009-01,23,5,Friday,False,4
2009-01-24,2009,1,Q1,1,January,Jan,2009-01,24,6,Saturday,True,4
2009-01-25,2009,1,Q1,1,January,Jan,2009-01,25,7,Sunday,True,4
2009-01-26,2009,1,Q1,1,January,Jan,2009-01,26,1,Monday,False,5
2009-01-27,2009,1,Q1,1,January,Jan,2009-01,27,2,Tuesday,False,5
2009-01-28,2009,1,Q1,1,January,Jan,2009-01,28,3,Wednesday,False,5
2009-01-29,2009,1,Q1,1,January,Jan,2009-01,29,4,Thursday,False,5
2009-01-30,2009,1,Q1,1,January,Jan,2009-01,30,5,Friday,False,5
2009-01-31,2009,1,Q1,1,January,Jan,2009-01,31,6,Saturday,True,5
2009-02-01,2009,1,Q1,2,February,Feb,2009-02,1,7,Sunday,True,5
2009-02-02,2009,1,Q1,2,February,Feb,2009-02,2,1,Monday,False,6
2009-02-03,2009,1,Q1,2,February,Feb,2009-02,3,2,Tuesday,False,6
2009-02-04,2009,1,Q1,2,February,Feb,2009-02,4,3,Wednesday,False,6
2009-02-05,2009,1,Q1,2,February,Feb,2009-02,5,4,Thursday,False,6
2009-02-06,2009,1,Q1,2,February,Feb,2009-02,6,5,Friday,False,6
2009-02-07,2009,1,Q1,2,February,Feb,2009-02,7,6,Saturday,True,6
2009-02-08,2009,1,Q1,2,February,Feb,2009-02,8,7,Sunday,True,6
2009-02-09,2009,1,Q1,2,February,Feb,2009-02,9,1,Monday,False,7
2009-02-10,2009,1,Q1,2,February,Feb,2009-02,10,2,Tuesday,False,7
2009-02-11,2009,1,Q1,2,February,Feb,2009-02,11,3,Wednesday,False,7
2009-02-12,2009,1,Q1,2,February,Feb,2009-02,12,4,Thursday,False,7
2009-02-13,2009,1,Q1,2,February,Feb,2009-02,13,5,Friday,False,7
2009-02-14,2009,1,Q1,2,February,Feb,2009-02,14,6,Saturday,True,7
2009-02-15,2009,1,Q1,2,February,Feb,2009-02,15,7,Sunday,True,7
2009-02-16,2009,1,Q1,2,February,Feb,2009-02,16,1,Monday,False,8
2009-02-17,2009,1,Q1,2,February,Feb,2009-02,17,2,Tuesday,False,8
2009-02-18,2009,1,Q1,2,February,Feb,2009-02,18,3,Wednesday,False,8
2009-02-19,2009,1,Q1,2,February,Feb,2009-02,19,4,Thursday,False,8
2009-02-20,2009,1,Q1,2,February,Feb,2009-02,20,5,Friday,False,8
2009-02-21,2009,1,Q1,2,February,Feb,2009-02,21,6,Saturday,True,8
2009-02-22,2009,1,Q1,2,February,Feb,2009-02,22,7,Sunday,True,8
2009-02-23,2009,1,Q1,2,February,Feb,2009-02,23,1,Monday,False,9
2009-02-24,2009,1,Q1,2,February,Feb,2009-02,24,2,Tuesday,False,9
2009-02-25,2009,1,Q1,2,February,Feb,2009-02,25,3,Wednesday,False,9
2009-02-26,2009,1,Q1,2,February,Feb,2009-02,26,4,Thursday,False,9
2009-02-27,2009,1,Q1,2,February,Feb,2009-02,27,5,Friday,False,9
2009-02-28,2009,1,Q1,2,February,Feb,2009-02,28,6,Saturday,True,9
2009-03-01,2009,1,Q1,3,March,Mar,2009-03,1,7,Sunday,True,9
2009-03-02,2009,1,Q1,3,March,Mar,2009-03,2,1,Monday,False,10
2009-03-03,2009,1,Q1,3,March,Mar,2009-03,3,2,Tuesday,False,10
2009-03-04,2009,1,Q1,3,March,Mar,2009-03,4,3,Wednesday,False,10
2009-03-05,2009,1,Q1,3,March,Mar,2009-03,5,4,Thursday,False,10
2009-03-06,2009,1,Q1,3,March,Mar,2009-03,6,5,Friday,False,10
2009-03-07,2009,1,Q1,3,March,Mar,2009-03,7,6,Saturday,True,10
2009-03-08,2009,1,Q1,3,March,Mar,2009-03,8,7,Sunday,True,10
2009-03-09,2009,1,Q1,3,March,Mar,2009-03,9,1,Monday,False,11
2009-03-10,2009,1,Q1,3,March,Mar,2009-03,10,2,Tuesday,False,11
2009-03-11,2009,1,Q1,3,March,Mar,2009-03,11,3,Wednesday,False,11
2009-03-12,2009,1,Q1,3,March,Mar,2009-03,12,4,Thursday,False,11
2009-03-13,2009,1,Q1,3,March,Mar,2009-03,13,5,Friday,False,11
2009-03-14,2009,1,Q1,3,March,Mar,2009-03,14,6,Saturday,True,11
2009-03-15,2009,1,Q1,3,March,Mar,2009-03,15,7,Sunday,True,11
2009-03-16,2009,1,Q1,3,March,Mar,2009-03,16,1,Monday,False,12
2009-03-17,2009,1,Q1,3,March,Mar,2009-03,17,2,Tuesday,False,12
2009-03-18,2009,1,Q1,3,March,Mar,2009-03,18,3,Wednesday,False,12
2009-03-19,2009,1,Q1,3,March,Mar,2009-03,19,4,Thursday,False,12
2009-03-20,2009,1,Q1,3,March,Mar,2009-03,20,5,Friday,False,12
2009-03-21,2009,1,Q1,3,March,Mar,2009-03,21,6,Saturday,True,12
2009-03-22,2009,1,Q1,3,March,Mar,2009-03,22,7,Sunday,True,12
2009-03-23,2009,1,Q1,3,March,Mar,2009-03,23,1,Monday,False,13
2009-03-24,2009,1,Q1,3,March,Mar,2009-03,24,2,Tuesday,False,13
2009-03-25,2009,1,Q1,3,March,Mar,2009-03,25,3,Wednesday,False,13
2009-03-26,2009,1,Q1,3,March,Mar,2009-03,26,4,Thursday,False,13
2009-03-27,2009,1,Q1,3,March,Mar,2009-03,27,5,Friday,False,13
2009-03-28,2009,1,Q1,3,March,Mar,2009-03,28,6,Saturday,True,13
2009-03-29,2009,1,Q1,3,March,Mar,2009-03,29,7,Sunday,True,13
2009-03-30,2009,1,Q1,3,March,Mar,2009-03,30,1,Monday,False,14
2009-03-31,2009,1,Q1,3,March,Mar,2009-03,31,2,Tuesday,False,14
2009-04-01,2009,2,Q2,4,April,Apr,2009-04,1,3,Wednesday,False,14
2009-04-02,2009,2,Q2,4,April,Apr,2009-04,2,4,Thursday,False,14
2009-04-03,2009,2,Q2,4,April,Apr,2009-04,3,5,Friday,False,14
2009-04-04,2009,2,Q2,4,April,Apr,2009-04,4,6,Saturday,True,14
2009-04-05,2009,2,Q2,4,April,Apr,2009-04,5,7,Sunday,True,14
2009-04-06,2009,2,Q2,4,April,Apr,2009-04,6,1,Monday,False,15
2009-04-07,2009,2,Q2,4,April,Apr,2009-04,7,2,Tuesday,False,15
2009-04-08,2009,2,Q2,4,April,Apr,2009-04,8,3,Wednesday,False,15
2009-04-09,2009,2,Q2,4,April,Apr,2009-04,9,4,Thursday,False,15
2009-04-10,2009,2,Q2,4,April,Apr,2009-04,10,5,Friday,False,15
2009-04-11,2009,2,Q2,4,April,Apr,2009-04,11,6,Saturday,True,15
2009-04-12,2009,2,Q2,4,April,Apr,2009-04,12,7,Sunday,True,15
2009-04-13,2009,2,Q2,4,April,Apr,2009-04,13,1,Monday,False,16
2009-04-14,2009,2,Q2,4,April,Apr,2009-04,14,2,Tuesday,False,16
2009-04-15,2009,2,Q2,4,April,Apr,2009-04,15,3,Wednesday,False,16
2009-04-16,2009,2,Q2,4,April,Apr,2009-04,16,4,Thursday,False,16
2009-04-17,2009,2,Q2,4,April,Apr,2009-04,17,5,Friday,False,16
2009-04-18,2009,2,Q2,4,April,Apr,2009-04,18,6,Saturday,True,16
2009-04-19,2009,2,Q2,4,April,Apr,2009-04,19,7,Sunday,True,16
2009-04-20,2009,2,Q2,4,April,Apr,2009-04,20,1,Monday,False,17
2009-04-21,2009,2,Q2,4,April,Apr,2009-04,21,2,Tuesday,False,17
2009-04-22,2009,2,Q2,4,April,Apr,2009-04,22,3,Wednesday,False,17
2009-04-23,2009,2,Q2,4,April,Apr,2009-04,23,4,Thursday,False,17
2009-04-24,2009,2,Q2,4,April,Apr,2009-04,24,5,Friday,False,17
2009-04-25,2009,2,Q2,4,April,Apr,2009-04,25,6,Saturday,True,17
2009-04-26,2009,2,Q2,4,April,Apr,2009-04,26,7,Sunday,True,17
2009-04-27,2009,2,Q2,4,April,Apr,2009-04,27,1,Monday,False,18
2009-04-28,2009,2,Q2,4,April,Apr,2009-04,28,2,Tuesday,False,18
2009-04-29,2009,2,Q2,4,April,Apr,2009-04,29,3,Wednesday,False,18
2009-04-30,2009,2,Q2,4,April,Apr,2009-04,30,4,Thursday,False,18
2009-05-01,2009,2,Q2,5,May,May,2009-05,1,5,Friday,False,18
2009-05-02,2009,2,Q2,5,May,May,2009-05,2,6,Saturday,True,18
2009-05-03,2009,2,Q2,5,May,May,2009-05,3,7,Sunday,True,18
2009-05-04,2009,2,Q2,5,May,May,2009-05,4,1,Monday,False,19
2009-05-05,2009,2,Q2,5,May,May,2009-05,5,2,Tuesday,False,19
2009-05-06,2009,2,Q2,5,May,May,2009-05,6,3,Wednesday,False,19
2009-05-07,2009,2,Q2,5,May,May,2009-05,7,4,Thursday,False,19
2009-05-08,2009,2,Q2,5,May,May,2009-05,8,5,Friday,False,19
2009-05-09,2009,2,Q2,5,May,May,2009-05,9,6,Saturday,True,19
2009-05-10,2009,2,Q2,5,May,May,2009-05,10,7,Sunday,True,19
2009-05-11,2009,2,Q2,5,May,May,2009-05,11,1,Monday,False,20
2009-05-12,2009,2,Q2,5,May,May,2009-05,12,2,Tuesday,False,20
2009-05-13,2009,2,Q2,5,May,May,2009-05,13,3,Wednesday,False,20
2009-05-14,2009,2,Q2,5,May,May,2009-05,14,4,Thursday,False,20
2009-05-15,2009,2,Q2,5,May,May,2009-05,15,5,Friday,False,20
2009-05-16,2009,2,Q2,5,May,May,2009-05,16,6,Saturday,True,20
2009-05-17,2009,2,Q2,5,May,May,2009-05,17,7,Sunday,True,20
2009-05-18,2009,2,Q2,5,May,May,2009-05,18,1,Monday,False,21
2009-05-19,2009,2,Q2,5,May,May,2009-05,19,2,Tuesday,False,21
2009-05-20,2009,2,Q2,5,May,May,2009-05,20,3,Wednesday,False,21
2009-05-21,2009,2,Q2,5,May,May,2009-05,21,4,Thursday,False,21
2009-05-22,2009,2,Q2,5,May,May,2009-05,22,5,Friday,False,21
2009-05-23,2009,2,Q2,5,May,May,2009-05,23,6,Saturday,True,21
2009-05-24,2009,2,Q2,5,May,May,2009-05,24,7,Sunday,True,21
2009-05-25,2009,2,Q2,5,May,May,2009-05,25,1,Monday,False,22
2009-05-26,2009,2,Q2,5,May,May,2009-05,26,2,Tuesday,False,22
2009-05-27,2009,2,Q2,5,May,May,2009-05,27,3,Wednesday,False,22
2009-05-28,2009,2,Q2,5,May,May,2009-05,28,4,Thursday,False,22
2009-05-29,2009,2,Q2,5,May,May,2009-05,29,5,Friday,False,22
2009-05-30,2009,2,Q2,5,May,May,2009-05,30,6,Saturday,True,22
2009-05-31,2009,2,Q2,5,May,May,2009-05,31,7,Sunday,True,22
2009-06-01,2009,2,Q2,6,June,Jun,2009-06,1,1,Monday,False,23
2009-06-02,2009,2,Q2,6,June,Jun,2009-06,2,2,Tuesday,False,23
2009-06-03,2009,2,Q2,6,June,Jun,2009-06,3,3,Wednesday,False,23
2009-06-04,2009,2,Q2,6,June,Jun,2009-06,4,4,Thursday,False,23
2009-06-05,2009,2,Q2,6,June,Jun,2009-06,5,5,Friday,False,23
2009-06-06,2009,2,Q2,6,June,Jun,2009-06,6,6,Saturday,True,23
2009-06-07,2009,2,Q2,6,June,Jun,2009-06,7,7,Sunday,True,23
2009-06-08,2009,2,Q2,6,June,Jun,2009-06,8,1,Monday,False,24
2009-06-09,2009,2,Q2,6,June,Jun,2009-06,9,2,Tuesday,False,24
2009-06-10,2009,2,Q2,6,June,Jun,2009-06,10,3,Wednesday,False,24
2009-06-11,2009,2,Q2,6,June,Jun,2009-06,11,4,Thursday,False,24
2009-06-12,2009,2,Q2,6,June,Jun,2009-06,12,5,Friday,False,24
2009-06-13,2009,2,Q2,6,June,Jun,2009-06,13,6,Saturday,True,24
2009-06-14,2009,2,Q2,6,June,Jun,2009-06,14,7,Sunday,True,24
2009-06-15,2009,2,Q2,6,June,Jun,2009-06,15,1,Monday,False,25
2009-06-16,2009,2,Q2,6,June,Jun,2009-06,16,2,Tuesday,False,25
2009-06-17,2009,2,Q2,6,June,Jun,2009-06,17,3,Wednesday,False,25
2009-06-18,2009,2,Q2,6,June,Jun,2009-06,18,4,Thursday,False,25
2009-06-19,2009,2,Q2,6,June,Jun,2009-06,19,5,Friday,False,25
2009-06-20,2009,2,Q2,6,June,Jun,2009-06,20,6,Saturday,True,25
2009-06-21,2009,2,Q2,6,June,Jun,2009-06,21,7,Sunday,True,25
2009-06-22,2009,2,Q2,6,June,Jun,2009-06,22,1,Monday,False,26
2009-06-23,2009,2,Q2,6,June,Jun,2009-06,23,2,Tuesday,False,26
2009-06-24,2009,2,Q2,6,June,Jun,2009-06,24,3,Wednesday,False,26
2009-06-25,2009,2,Q2,6,June,Jun,2009-06,25,4,Thursday,False,26
2009-06-26,2009,2,Q2,6,June,Jun,2009-06,26,5,Friday,False,26
2009-06-27,2009,2,Q2,6,June,Jun,2009-06,27,6,Saturday,True,26
2009-06-28,2009,2,Q2,6,June,Jun,2009-06,28,7,Sunday,True,26
2009-06-29,2009,2,Q2,6,June,Jun,2009-06,29,1,Monday,False,27
2009-06-30,2009,2,Q2,6,June,Jun,2009-06,30,2,Tuesday,False,27
2009-07-01,2009,3,Q3,7,July,Jul,2009-07,1,3,Wednesday,False,27
2009-07-02,2009,3,Q3,7,July,Jul,2009-07,2,4,Thursday,False,27
2009-07-03,2009,3,Q3,7,July,Jul,2009-07,3,5,Friday,False,27
2009-07-04,2009,3,Q3,7,July,Jul,2009-07,4,6,Saturday,True,27
2009-07-05,2009,3,Q3,7,July,Jul,2009-07,5,7,Sunday,True,27
2009-07-06,2009,3,Q3,7,July,Jul,2009-07,6,1,Monday,False,28
2009-07-07,2009,3,Q3,7,July,Jul,2009-07,7,2,Tuesday,False,28
2009-07-08,2009,3,Q3,7,July,Jul,2009-07,8,3,Wednesday,False,28
2009-07-09,2009,3,Q3,7,July,Jul,2009-07,9,4,Thursday,False,28
2009-07-10,2009,3,Q3,7,July,Jul,2009-07,10,5,Friday,False,28
2009-07-11,2009,3,Q3,7,July,Jul,2009-07,11,6,Saturday,True,28
2009-07-12,2009,3,Q3,7,July,Jul,2009-07,12,7,Sunday,True,28
2009-07-13,2009,3,Q3,7,July,Jul,2009-07,13,1,Monday,False,29
2009-07-14,2009,3,Q3,7,July,Jul,2009-07,14,2,Tuesday,False,29
2009-07-15,2009,3,Q3,7,July,Jul,2009-07,15,3,Wednesday,False,29
2009-07-16,2009,3,Q3,7,July,Jul,2009-07,16,4,Thursday,False,29
2009-07-17,2009,3,Q3,7,July,Jul,2009-07,17,5,Friday,False,29
2009-07-18,2009,3,Q3,7,July,Jul,2009-07,18,6,Saturday,True,29
2009-07-19,2009,3,Q3,7,July,Jul,2009-07,19,7,Sunday,True,29
2009-07-20,2009,3,Q3,7,July,Jul,2009-07,20,1,Monday,False,30
2009-07-21,2009,3,Q3,7,July,Jul,2009-07,21,2,Tuesday,False,30
2009-07-22,2009,3,Q3,7,July,Jul,2009-07,22,3,Wednesday,False,30
2009-07-23,2009,3,Q3,7,July,Jul,2009-07,23,4,Thursday,False,30
2009-07-24,2009,3,Q3,7,July,Jul,2009-07,24,5,Friday,False,30
2009-07-25,2009,3,Q3,7,July,Jul,2009-07,25,6,Saturday,True,30
2009-07-26,2009,3,Q3,7,July,Jul,2009-07,26,7,Sunday,True,30
2009-07-27,2009,3,Q3,7,July,Jul,2009-07,27,1,Monday,False,31
2009-07-28,2009,3,Q3,7,July,Jul,2009-07,28,2,Tuesday,False,31
2009-07-29,2009,3,Q3,7,July,Jul,2009-07,29,3,Wednesday,False,31
2009-07-30,2009,3,Q3,7,July,Jul,2009-07,30,4,Thursday,False,31
2009-07-31,2009,3,Q3,7,July,Jul,2009-07,31,5,Friday,False,31
2009-08-01,2009,3,Q3,8,August,Aug,2009-08,1,6,Saturday,True,31
2009-08-02,2009,3,Q3,8,August,Aug,2009-08,2,7,Sunday,True,31
2009-08-03,2009,3,Q3,8,August,Aug,2009-08,3,1,Monday,False,32
2009-08-04,2009,3,Q3,8,August,Aug,2009-08,4,2,Tuesday,False,32
2009-08-05,2009,3,Q3,8,August,Aug,2009-08,5,3,Wednesday,False,32
2009-08-06,2009,3,Q3,8,August,Aug,2009-08,6,4,Thursday,False,32
2009-08-07,2009,3,Q3,8,August,Aug,2009-08,7,5,Friday,False,32
2009-08-08,2009,3,Q3,8,August,Aug,2009-08,8,6,Saturday,True,32
2009-08-09,2009,3,Q3,8,August,Aug,2009-08,9,7,Sunday,True,32
2009-08-10,2009,3,Q3,8,August,Aug,2009-08,10,1,Monday,False,33
2009-08-11,2009,3,Q3,8,August,Aug,2009-08,11,2,Tuesday,False,33
2009-08-12,2009,3,Q3,8,August,Aug,2009-08,12,3,Wednesday,False,33
2009-08-13,2009,3,Q3,8,August,Aug,2009-08,13,4,Thursday,False,33
2009-08-14,2009,3,Q3,8,August,Aug,2009-08,14,5,Friday,False,33
2009-08-15,2009,3,Q3,8,August,Aug,2009-08,15,6,Saturday,True,33
2009-08-16,2009,3,Q3,8,August,Aug,2009-08,16,7,Sunday,True,33
2009-08-17,2009,3,Q3,8,August,Aug,2009-08,17,1,Monday,False,34
2009-08-18,2009,3,Q3,8,August,Aug,2009-08,18,2,Tuesday,False,34
2009-08-19,2009,3,Q3,8,August,Aug,2009-08,19,3,Wednesday,False,34
2009-08-20,2009,3,Q3,8,August,Aug,2009-08,20,4,Thursday,False,34
2009-08-21,2009,3,Q3,8,August,Aug,2009-08,21,5,Friday,False,34
2009-08-22,2009,3,Q3,8,August,Aug,2009-08,22,6,Saturday,True,34
2009-08-23,2009,3,Q3,8,August,Aug,2009-08,23,7,Sunday,True,34
2009-08-24,2009,3,Q3,8,August,Aug,2009-08,24,1,Monday,False,35
2009-08-25,2009,3,Q3,8,August,Aug,2009-08,25,2,Tuesday,False,35
2009-08-26,2009,3,Q3,8,August,Aug,2009-08,26,3,Wednesday,False,35
2009-08-27,2009,3,Q3,8,August,Aug,2009-08,27,4,Thursday,False,35
2009-08-28,2009,3,Q3,8,August,Aug,2009-08,28,5,Friday,False,35
2009-08-29,2009,3,Q3,8,August,Aug,2009-08,29,6,Saturday,True,35
2009-08-30,2009,3,Q3,8,August,Aug,2009-08,30,7,Sunday,True,35
2009-08-31,2009,3,Q3,8,August,Aug,2009-08,31,1,Monday,False,36
2009-09-01,2009,3,Q3,9,September,Sep,2009-09,1,2,Tuesday,False,36
2009-09-02,2009,3,Q3,9,September,Sep,2009-09,2,3,Wednesday,False,36
2009-09-03,2009,3,Q3,9,September,Sep,2009-09,3,4,Thursday,False,36
2009-09-04,2009,3,Q3,9,September,Sep,2009-09,4,5,Friday,False,36
2009-09-05,2009,3,Q3,9,September,Sep,2009-09,5,6,Saturday,True,36
2009-09-06,2009,3,Q3,9,September,Sep,2009-09,6,7,Sunday,True,36
2009-09-07,2009,3,Q3,9,September,Sep,2009-09,7,1,Monday,False,37
2009-09-08,2009,3,Q3,9,September,Sep,2009-09,8,2,Tuesday,False,37
2009-09-09,2009,3,Q3,9,September,Sep,2009-09,9,3,Wednesday,False,37
2009-09-10,2009,3,Q3,9,September,Sep,2009-09,10,4,Thursday,False,37
2009-09-11,2009,3,Q3,9,September,Sep,2009-09,11,5,Friday,False,37
2009-09-12,2009,3,Q3,9,September,Sep,2009-09,12,6,Saturday,True,37
2009-09-13,2009,3,Q3,9,September,Sep,2009-09,13,7,Sunday,True,37
2009-09-14,2009,3,Q3,9,September,Sep,2009-09,14,1,Monday,False,38
2009-09-15,2009,3,Q3,9,September,Sep,2009-09,15,2,Tuesday,False,38
2009-09-16,2009,3,Q3,9,September,Sep,2009-09,16,3,Wednesday,False,38
2009-09-17,2009,3,Q3,9,September,Sep,2009-09,17,4,Thursday,False,38
2009-09-18,2009,3,Q3,9,September,Sep,2009-09,18,5,Friday,False,38
2009-09-19,2009,3,Q3,9,September,Sep,2009-09,19,6,Saturday,True,38
2009-09-20,2009,3,Q3,9,September,Sep,2009-09,20,7,Sunday,True,38
2009-09-21,2009,3,Q3,9,September,Sep,2009-09,21,1,Monday,False,39
2009-09-22,2009,3,Q3,9,September,Sep,2009-09,22,2,Tuesday,False,39
2009-09-23,2009,3,Q3,9,September,Sep,2009-09,23,3,Wednesday,False,39
2009-09-24,2009,3,Q3,9,September,Sep,2009-09,24,4,Thursday,False,39
2009-09-25,2009,3,Q3,9,September,Sep,2009-09,25,5,Friday,False,39
2009-09-26,2009,3,Q3,9,September,Sep,2009-09,26,6,Saturday,True,39
2009-09-27,2009,3,Q3,9,September,Sep,2009-09,27,7,Sunday,True,39
2009-09-28,2009,3,Q3,9,September,Sep,2009-09,28,1,Monday,False,40
2009-09-29,2009,3,Q3,9,September,Sep,2009-09,29,2,Tuesday,False,40
2009-09-30,2009,3,Q3,9,September,Sep,2009-09,30,3,Wednesday,False,40
2009-10-01,2009,4,Q4,10,October,Oct,2009-10,1,4,Thursday,False,40
2009-10-02,2009,4,Q4,10,October,Oct,2009-10,2,5,Friday,False,40
2009-10-03,2009,4,Q4,10,October,Oct,2009-10,3,6,Saturday,True,40
2009-10-04,2009,4,Q4,10,October,Oct,2009-10,4,7,Sunday,True,40
2009-10-05,2009,4,Q4,10,October,Oct,2009-10,5,1,Monday,False,41
2009-10-06,2009,4,Q4,10,October,Oct,2009-10,6,2,Tuesday,False,41
2009-10-07,2009,4,Q4,10,October,Oct,2009-10,7,3,Wednesday,False,41
2009-10-08,2009,4,Q4,10,October,Oct,2009-10,8,4,Thursday,False,41
2009-10-09,2009,4,Q4,10,October,Oct,2009-10,9,5,Friday,False,41
2009-10-10,2009,4,Q4,10,October,Oct,2009-10,10,6,Saturday,True,41
2009-10-11,2009,4,Q4,10,October,Oct,2009-10,11,7,Sunday,True,41
2009-10-12,2009,4,Q4,10,October,Oct,2009-10,12,1,Monday,False,42
2009-10-13,2009,4,Q4,10,October,Oct,2009-10,13,2,Tuesday,False,42
2009-10-14,2009,4,Q4,10,October,Oct,2009-10,14,3,Wednesday,False,42
2009-10-15,2009,4,Q4,10,October,Oct,2009-10,15,4,Thursday,False,42
2009-10-16,2009,4,Q4,10,October,Oct,2009-10,16,5,Friday,False,42
2009-10-17,2009,4,Q4,10,October,Oct,2009-10,17,6,Saturday,True,42
2009-10-18,2009,4,Q4,10,October,Oct,2009-10,18,7,Sunday,True,42
2009-10-19,2009,4,Q4,10,October,Oct,2009-10,19,1,Monday,False,43
2009-10-20,2009,4,Q4,10,October,Oct,2009-10,20,2,Tuesday,False,43
2009-10-21,2009,4,Q4,10,October,Oct,2009-10,21,3,Wednesday,False,43
2009-10-22,2009,4,Q4,10,October,Oct,2009-10,22,4,Thursday,False,43
2009-10-23,2009,4,Q4,10,October,Oct,2009-10,23,5,Friday,False,43
